o:id,name,family,source-name(s),patrilineage,o:loconym,edoa,ldoa,o:gender,o:occuptn,o:nationality,o:spouse,o:parent,o:children,identifier,url,note
30248,Domingo Albiac,Albiac,Domenico Albiac de Turtuxia filio Domenici,,,1431,1456,44817,,43596,,38499,,4dacabca-d8be-4521-a3f1-9627b2c327d8,http://www.genoesemerchantnetworks.com/s/main/item/30248,
38499,Domingo Albiac,Albiac,Albiac... Domenici,,,,,44817,,,,,30248,16568a71-97c1-4eba-b94e-90bdcea10acb,http://www.genoesemerchantnetworks.com/s/main/item/38499,
38532,Dona Peres Demeros,Peres Demeros,ipsum Petrum [Peres Demeros] habere filiam nomine Dona,Dona Peres Demeros q. Pietro,,1478,1493,44818,,31282,,38531,,84f7a4b2-3edb-425b-ba89-f9e39713fc27,http://www.genoesemerchantnetworks.com/s/main/item/38532,
25297,Donaino de Marini,de Marini,,,,,,44817,,,,,25321,9de098f0-a674-4cd9-ae20-22af790fac60,http://www.genoesemerchantnetworks.com/s/main/item/25297,
39707,Donaino Imperiale,Imperiale,Imperiale... Donayni,Donaino Imperiale q. Giovanni q. Gabriele,,1377,1402,44817,,,,23734,26780 | 44258,9ba2d96b-bf9f-460f-b38d-538b5b04a249,http://www.genoesemerchantnetworks.com/s/main/item/39707,
42822,Donato Arena,Arena,Donato de Arena censario | Donato Arena quondam Ioannis di Boliasco sensale,Donato Arena q. Giovanni,,1438,1463,44817,31103,42821,,42823,,fcaa2d48-ba76-4ee2-8db8-0af050a7e7ba,http://www.genoesemerchantnetworks.com/s/main/item/42822,"ASCGe, Manoscritti 15, fol. 157r: ""1454 Donato Arena quondam Ioannis di Boliasco sensale vedesi nominato nel notaro Giovanni de Luco."""
31419,Donato Bondenario,Bondenario,Donatum Bondenarium civis Ianue quondam Petri,Donato Bondenario q. Pietro,,1419,1470,44817,,31356,,31302,,75bde5ed-28c3-4eab-933b-0abad1bca7ac,http://www.genoesemerchantnetworks.com/s/main/item/31419,"ASCGe, Manoscritti 16, fol. 286r: ""1444 Donato Bondenario quondam Petri fu dell’Uffizio di Balia… 1448, 61, 70 un de XII Anziani e fu Guelfo."""
44964,Donato de Allegro,de Allegro,,,,,1365,44817,,,,,44963,7db501f3-1309-44b4-98fe-31b97e936790,http://www.genoesemerchantnetworks.com/s/main/item/44964,"ASCGe, Manoscritti 55, fol. 26: ""Donato in compera 1365… nominato per morto 1381."""
26855,Donato de Avancino,de Avancino,Donatus de Avancino de Turrilia quondam Iacobi civis Ianue textor pannorum septe,,,1435,1460,44817,27589,31356 | 44472,,31026,,feb4dc83-65fb-4a6d-994c-525a723b1e79,http://www.genoesemerchantnetworks.com/s/main/item/26855,
39712,Donato de Clavaro,de Clavaro,Donatus de Clavaro,,27655,1370,1395,44817,26036,,,,41070,c2a94e12-66e6-40ad-9a8f-8e1443d77f7f,http://www.genoesemerchantnetworks.com/s/main/item/39712,
23594,Donato de Guisulfis,de Guisulfis,Donato Guizolfi,,,,,44817,,,,,23596,bf143c08-9c8c-45a4-aac1-f47bf3f40bf3,http://www.genoesemerchantnetworks.com/s/main/item/23594,
30265,Donato Tarigo,Tarigo,,,,1368,1418,44817,,31356,,,,8bd109ed-9ee0-4c2d-b6b2-7c9e5bd00123,http://www.genoesemerchantnetworks.com/s/main/item/30265,"ASCGe, Manoscritti 26, fol. 1075: ""1393 Donato Tarig[o] fu Antian[o] della Republica di Genova."" | ASCGe, Manoscritti 56, fol. 325: ""Donato anziano 1393… officiale di Moneta 1396… elettor 1398… padre del commune 1399… in compera 1400… Podestà di Levanto 1418… in archivio di Levanto."""
23012,Doricella,,,,,,1253,44818,,,24620,,,d01244fb-92c1-485d-9655-558327dfa9a9,http://www.genoesemerchantnetworks.com/s/main/item/23012,
26857,Dorino de Vernacia,de Vernacia,Dorinus de Vernatia civis Ianue quondam Petrus | Dorino de Vernatia quondam Petri civ[e] Ianue,Dorino de Vernacia q. Pietro,26104,1431,1469,44817,,31356,,27613,39608,922f89b9-0bcd-4be4-aaa4-c7dfb5b89630,http://www.genoesemerchantnetworks.com/s/main/item/26857,
26860,Dorino Doria,Doria,Dorinus de Auria civis Ianue quondam Odoardi,Dorino Doria q. Odoardo q. Luciano,,1450-01-25,1475-01-25,44817,,31356,,27614,,d97ae674-4ea9-43c8-b32e-15941b0f00bf,http://www.genoesemerchantnetworks.com/s/main/item/26860,"See Battilana, famiglia Doria, plate 83."
30266,Dorino Grimaldi,Grimaldi,,,,1473,1498,44817,,,,,,7e66a3a7-aa3a-400c-92e7-813bdc3b65eb,http://www.genoesemerchantnetworks.com/s/main/item/30266,
30268,Dorino Grimaldi,Grimaldi,,Dorino Grimaldi q. Rabella q. Dorino,,1399,1444,44817,,,31071,31070 | 40686,42552 | 43388,c5021267-2a0b-4eca-9a7f-bb6115bbb494,http://www.genoesemerchantnetworks.com/s/main/item/30268,"See Battilana, famiglia Grimaldo, plate, 10."
44802,Dorino Usodimare,Usodimare,Dorino... figlio di Galeotto... sua moglie Marietta,Dorino Usodimare q. Galleotto,,1355,1399,44817,,31356,27247,,44803,a65b60ad-73b6-43a1-9309-7d70442b71c9,http://www.genoesemerchantnetworks.com/s/main/item/44802,"ASCGe, Manoscritti 54, fol. 211r: ""Dorino consigliero 1480… medico nobile figlio di Galleotto, anziano 1380, 1395… officiale di mercanzia 1399… elettore 1398… sua terra in promontorio come in atti di Gregorio Labayno 1424 appresso li monaci di San Benigno… sua moglie Marietta in atti di Sorleon di Finamor 1429 egli morto."""
23013,Dorotea,,,,,,,44818,,,23891,,,ee2a9746-357b-4f3e-a3f0-d950e7048330,http://www.genoesemerchantnetworks.com/s/main/item/23013,
24270,Dorotea Lomellini,Lomellini,,Dorotea Lomellini q. Stefano q. Giovanni Battista,,,,44818,27575,,,25115 | 25655,,29d67342-a461-454b-a2fc-95bdf8902fec,http://www.genoesemerchantnetworks.com/s/main/item/24270,
24271,Dorotea Lomellini,Lomellini,,Dorotea Lomellini q. Carlo q. Stefano,,,,44818,,,25351,24162 | 24054,,47ce77c9-4036-4bcf-a8d3-355d44b612df,http://www.genoesemerchantnetworks.com/s/main/item/24271,
24272,Dorotea Lomellini,Lomellini,,Dorotea Lomellini q. Giovanni Battista q. Domenico,,,1642,44818,,,25727,24504 | 25171,,0c146368-b653-4938-a564-8aeadcc8921d,http://www.genoesemerchantnetworks.com/s/main/item/24272,
25655,Dorotea Spinola,Spinola,,Dorotea Spinola q. Giovanni Stefano,,1648,1663,44818,,,25115,25709,23949 | 24270 | 24162 | 25154 | 24464,13288196-f3e2-4ddb-ae3d-babd1e6ea971,http://www.genoesemerchantnetworks.com/s/main/item/25655,
42362,Durante Assereto,Assereto,Durante Assereto quondam Iohannis | Durante de Axereto faber... civ[e] Ianue,Durante Assereto q. Giovanni,,1379,1405,44817,27564,31356,,,38442,79c7f3d9-41f1-4de4-ad16-ce3e68212c24,http://www.genoesemerchantnetworks.com/s/main/item/42362,"ASCGe, Manoscritti 15, fol. 193r: ""1404 Durante Assereto quondam Iohannis fratello di detto Costantino fu salvator del porto… 1405 fu Anziano per detto suo fratello… sua moglie fu Maria figlia di Nicolao di San Nazario."""
26862,Egidio de Carmandino,de Carmandino,Egidius de Carmedino civis Ianue quondam Stelini | Egideo de Carmedino civis Ianue quondam Stelini | Egidio di Carmandino,Egidio de Carmandino q. Stellino,,1438,1489,44817,,31356,,23172 | 25019,,0424c38f-7f20-424e-b285-fa62f60dfb95,http://www.genoesemerchantnetworks.com/s/main/item/26862,"ASCGe, Manoscritti 19, fol. 209r: ""1457, 71 Egidio di Carmandino fu Capitano di una Galera… 1458, 60, 72, 87, 89 fu Consigliero nobile Guelfo… 1464 fu dell’Uffizio di Sanità… 1472 Sindicatore… 1475 dell’Uffizio de Censori… 1481 Console della Ragione"" | ASCGe, Manoscritti 55, fol. 182: ""Egidio captiano d’una galere 1457… consigliero nobile 1454, 60… officiale di sanità 1464… sindicatore 1472… medio nobile Guelfo 1472… censore 1475… console di raggione, capitano di una galera 1481… consigliero 1487… Guelfo 1489."""
31504,Egidio de Mezano,de Mezano,Egidius de Mezano | Egidio Damezzano,,,1429,1482,44817,26036,,,,,4afe80db-9826-4c73-9bbc-07dce980ea85,http://www.genoesemerchantnetworks.com/s/main/item/31504,"ASCGe, Manoscritti 52, fol. 410: ""Egidio notario 1451… in Iohannes de Luco, nel giuramento 1488… sua moglie Mariettina figlia del quondam Antonio Usodimare olim Zurlo in compera San Giorgio 1487."""
23469,Egidio Fieschi,Fieschi,,,,,,44817,,,25249,,,9f64765c-778c-47ea-8dc3-dad708dfdc20,http://www.genoesemerchantnetworks.com/s/main/item/23469,
41795,Egidio Imperiale,Imperiale,Egidii legii doctori domini Andree Bartholomei Imperialis,Egidio Imperiale q. Andrea,,1403,1428,44817,27531,,,26512,,cbe71018-6532-4f94-8f19-55f8a9cc1390,http://www.genoesemerchantnetworks.com/s/main/item/41795,
24273,Egidio Lomellini,Lomellini,,Egidio Lomellini q. Ansaldo q. Oberto,,,1391,44817,,,25740 | 25246,23956 | 23714,24519 | 24734 | 23874 | 24613 | 24026 | 25192 | 24285,4e6b79bc-d87b-4288-a639-143a02dee20a,http://www.genoesemerchantnetworks.com/s/main/item/24273,
24274,Egidio Lomellini,Lomellini,,Egidio Lomellini q. Gregorio q. Egidio,,1441,1490,44817,,,25639 | 25848,24613 | 25781,23957 | 23967 | 24275 | 24361 | 24548 | 24610 | 24651 | 24791 | 24950 | 24971 | 25059 | 25074,269574ec-063b-46b8-b8a9-74b48274ff06,http://www.genoesemerchantnetworks.com/s/main/item/24274,
37380,Egidio Merello,Merello,Egidei Mereli | Egidio Merello civi Ianue,,,1391,1416,44817,,31356,,,26796,dff91ea7-d1eb-411f-800e-28c0dfeac16f,http://www.genoesemerchantnetworks.com/s/main/item/37380,
44221,Egidio Predamo,Predamo,Egidius Predamo burgensis Syi,,,1334,1359,44817,,44215,,,,74d0a110-a70e-4009-a9db-79057ae0f19b,http://www.genoesemerchantnetworks.com/s/main/item/44221,
37184,Egidio Sacherio,Sacherio,Egidio Sacherio notario civ[e]... Ianue | Egidio Sachero quondam Michaelis notario | Egidius Sacherius notarius civis Ianue quondam Michaelis | Egidio Sacchero | Egideus Sacherus notarius,Egidio Sacherio q. Michele,,1435,1476,44817,26036,31356,,41630 | 42535,,03c24dcf-b280-49f2-82ed-6ff571648e80,http://www.genoesemerchantnetworks.com/s/main/item/37184,"ASCGe, Manoscritti 26, fol. 940: ""1462 Egidio Sacchero sedeva antiano… 1476 ambasciatore al Duca di Milano."" | ASCGe, Manoscritti 55, fol. 18: ""Egidio Sachero quondam Michaelis notario in Iohannes de Luco 1452, 1454… artefice Guelfo 1460, 1461… anziano 1462… Officiale di Monetta 1475… Ambasciatore a Milano 1476… Giustiniani c. 228."""
35095,Elena,,,,,1432,1447,44818,,31354,,,,5ba9d6f3-af96-4a96-ab9c-93647ce31761,http://www.genoesemerchantnetworks.com/s/main/item/35095,
35096,Elena,,,,,1405,1427,44818,,31541,,,,c6b62f21-ed5d-4e2a-9373-dcbe6ecd7d86,http://www.genoesemerchantnetworks.com/s/main/item/35096,
35097,Elena,,,,,1405,1427,44818,,31541,,,,85c6080b-8a24-4ae6-999c-a64da2f09ba9,http://www.genoesemerchantnetworks.com/s/main/item/35097,
35098,Elena,,,,,1441,1456,44818,,31354,,,,fb907dc7-ae44-43a5-a43a-b0bac20b2709,http://www.genoesemerchantnetworks.com/s/main/item/35098,
35099,Elena,,sclavam vocatam Ellenam etatis annorum triginta trium in circa de progenie Ungarorum ut asserit,,,1438,1471,44818,,31551,,,,de14b773-e51f-4239-805a-c4a784c3647f,http://www.genoesemerchantnetworks.com/s/main/item/35099,
35100,Elena,,,,,,,44818,,31551,,,,beac4e54-8569-4404-a1b0-21667c18b933,http://www.genoesemerchantnetworks.com/s/main/item/35100,
35101,Elena,,,,,1473,1489,44818,,31536,,,,1f44cd72-be57-4659-b44f-1385e8145c16,http://www.genoesemerchantnetworks.com/s/main/item/35101,
35102,Elena,,,,,1460,1485,44818,,31536,,,,07e76e29-8e1b-435f-a290-5168160fc3c5,http://www.genoesemerchantnetworks.com/s/main/item/35102,
35103,Elena,,sclavam... nominatam Elena de progenie Bosinorum,,,1462,1487,44818,,31536,,,,ec20ace8-29cc-4753-bb99-fa91dd601575,http://www.genoesemerchantnetworks.com/s/main/item/35103,
35104,Elena,,quondam sclavam... nominatam Elena de progenie Burgarorum,,,1448,1463,44818,,31541,,,,765ef868-cd59-433b-a06a-6d7cf2145fe1,http://www.genoesemerchantnetworks.com/s/main/item/35104,
35105,Elena,,,,,1445,1470,44818,,31272,,,,2c850392-2447-412e-9882-7cf14ede6280,http://www.genoesemerchantnetworks.com/s/main/item/35105,
35106,Elena,,,,,1398,1426,44818,,31268,,,,c8c2e49e-029c-4432-9eae-b042c53b1177,http://www.genoesemerchantnetworks.com/s/main/item/35106,
35107,Elena,,,,,1472,1492,44818,,31536,,,,a900af94-a681-4247-bdca-e573ea4f8cf8,http://www.genoesemerchantnetworks.com/s/main/item/35107,
35109,Elena,,quandam sclavam... nominatam Erena,,,1433,1459,44818,,,,,,1c7ea451-7ada-411d-8e5b-df42f2e642b7,http://www.genoesemerchantnetworks.com/s/main/item/35109,
35110,Elena,,quandam sclavam... nominatam Elena de progenie Zichorum,,,1433,1465,44818,,31361,,,,f34a4add-42df-4da3-bcaf-b454b26797b1,http://www.genoesemerchantnetworks.com/s/main/item/35110,
35111,Elena,,quandam sclavam... nominatam Elena de progenie Burgarorum,,,1446,1464,44818,,31541,,,,932391ca-107f-4b36-b04f-69a0273992d1,http://www.genoesemerchantnetworks.com/s/main/item/35111,
35112,Elena,,quandam... sclavam vocatam Elenam de progenie Maurorum,,,1457,1480,44818,,31559,,,,7a83ea56-ae9f-41ce-9522-0808c293ceff,http://www.genoesemerchantnetworks.com/s/main/item/35112,
35113,Elena,,,,,1466,1486,44818,,31361,,,,04420e3e-1d98-4efc-9c7e-1ebc0d8143f1,http://www.genoesemerchantnetworks.com/s/main/item/35113,
35114,Elena,,sclavam unam... de progenie Bulgarorum nomine Elenam,,,1383,1416,44818,,31541,,,,e10af6cf-ff84-451c-b700-9622f51d8190,http://www.genoesemerchantnetworks.com/s/main/item/35114,
35115,Elena,,,,,1457,1480,44818,,31559,,,,dc0b866d-6c9e-497f-a6f5-e30a6d0befd3,http://www.genoesemerchantnetworks.com/s/main/item/35115,
35116,Elena,,,,,1475,1497,44818,,31536,,,,7fbd2e13-b045-4635-a5be-e2d2c65d62ae,http://www.genoesemerchantnetworks.com/s/main/item/35116,
35117,Elena,,quandam sclavam nomine Elenam,,,,1489,44818,,,,,,0f34a3f7-0e7b-4073-8b80-1f46d93264f5,http://www.genoesemerchantnetworks.com/s/main/item/35117,
35118,Elena,,sclavam... de progenie Bulgarorum... nomine Elenam,,,1387,1409,44818,,31541,,,,1da9b38a-c8e5-4173-8928-b8dd372be9f1,http://www.genoesemerchantnetworks.com/s/main/item/35118,
35120,Elena,,,,,1405,1427,44818,,31268,,,,d9bd44c7-376f-44ef-9537-a76292b90ccd,http://www.genoesemerchantnetworks.com/s/main/item/35120,
35121,Elena,,servam seu sclavam... de progenie Bossinorum vocatam Ellenam,,,1490-02-27,1504-02-27,44818,,31536,,,,fc024611-9190-4cbe-b358-2a622b9521c8,http://www.genoesemerchantnetworks.com/s/main/item/35121,
35122,Elena,,,,,1490,1504,44818,,31536,,,,46d3b98d-abcc-49e0-ab75-2c24b7d3b416,http://www.genoesemerchantnetworks.com/s/main/item/35122,
37510,Elena,,,,,,1487,44818,,37490,,,,e385a6a0-f78a-48af-ad37-db31bd41b8e8,http://www.genoesemerchantnetworks.com/s/main/item/37510,
37521,Elena,,,,,1475,1483,44818,,,,,,4db9255a-8ef9-4a5f-9c61-8479acca12d7,http://www.genoesemerchantnetworks.com/s/main/item/37521,
37532,Elena,,quandam sclavam... nominatam Elena de progenie Rubeorum,,,1435,1469,44818,,31354,,,,c4deceec-dd39-4b31-8475-ca070dddbd25,http://www.genoesemerchantnetworks.com/s/main/item/37532,
37533,Elena,,quandam servam... nominatam Elena de progenie Ungarorum,,,1432,1472,44818,,31551,,,,1253afe0-0dcc-4cc1-88f1-1e3034079bca,http://www.genoesemerchantnetworks.com/s/main/item/37533,
37585,Elena,,Erena,,,,1420,44818,,31541,,,,caf7d168-a81c-4e63-a12f-e599e55ebc35,http://www.genoesemerchantnetworks.com/s/main/item/37585,
37613,Elena,,quandam sclavam... nominatam Elena de progenie Rubeorum,,,1439,1470,44818,,31354,,,,3cb72091-ee08-4020-8768-c123aed4874f,http://www.genoesemerchantnetworks.com/s/main/item/37613,
37618,Elena,,,,,1442,1468,44818,,31536,,,,c7ce4e02-daf4-46b8-a600-37c1bcceae1f,http://www.genoesemerchantnetworks.com/s/main/item/37618,
37642,Elena,,quandam sclavam... nominatam Elena de progenie Zichorum,,,1441,1466,44818,,31361,,,,f52a1b54-e583-410d-b7e5-67b3f6159816,http://www.genoesemerchantnetworks.com/s/main/item/37642,
37699,Elena,,,,,1453,1493,44818,,31272,,,,c4ba2158-73c6-47d2-b470-69c079b72386,http://www.genoesemerchantnetworks.com/s/main/item/37699,
38515,Elena,,sclavam... vocatam Elena de progenia de Bossina,,,1445,1465,44818,,31536,,,,460c310a-e75b-4f08-9459-51ae32f4c15e,http://www.genoesemerchantnetworks.com/s/main/item/38515,
39098,Elena,,,,,1442,1462,44818,,31354,,,,c58b9d86-739e-4932-b9ea-f991654bec55,http://www.genoesemerchantnetworks.com/s/main/item/39098,
39123,Elena,,,,,1451,1481,44818,,31536,,,,70890828-9576-4b6c-b846-8efa09f07596,http://www.genoesemerchantnetworks.com/s/main/item/39123,
39127,Elena,,quedam sclava... nominata Elena de progenie Zichorum,,,1457,1482,44818,,31361,,,,56ad18e7-da76-416a-83af-adc085d8481d,http://www.genoesemerchantnetworks.com/s/main/item/39127,
39158,Elena,,,,,,1453,44818,,31551,,,,6810df54-73a2-4336-9f78-e1a6c2bb233a,http://www.genoesemerchantnetworks.com/s/main/item/39158,
39998,Elena,,,,,1428,1452,44818,,31551,,,,30ce1ea0-c722-435c-ba1e-911e4e27a3b6,http://www.genoesemerchantnetworks.com/s/main/item/39998,
40034,Elena,,,,,1413,1443,44818,,31541,,,,31d89509-4227-48fc-93ba-c74bb9391c48,http://www.genoesemerchantnetworks.com/s/main/item/40034,
40074,Elena,,Elena... sclava de progenie Tartarorum,,,1420,1460,44818,,26258,,,,78cba2c1-f4b0-4ef8-aa14-db114e316417,http://www.genoesemerchantnetworks.com/s/main/item/40074,
40148,Elena,,,,,,1445,44818,,31541,,,,cb89df1f-a3e9-42b2-b397-8c6668341d74,http://www.genoesemerchantnetworks.com/s/main/item/40148,
40178,Elena,,Elena sclava... de progenie Albanixiorum,,,1457,1491,44818,,31272,,,,a31f1da0-dd02-469c-a517-7a2e2485b7e8,http://www.genoesemerchantnetworks.com/s/main/item/40178,
40916,Elena,,Elena grecha de Nigroponte,,,1461,1486,44818,,44403,,,,9f61df02-9991-4b2f-b446-9a883081f9c0,http://www.genoesemerchantnetworks.com/s/main/item/40916,
41361,Elena,,quadam alia sclava… nominata Elena,,,,1459,44818,,,,,35824,d446fd6a-d200-46c7-848d-e1b1d51c1cfe,http://www.genoesemerchantnetworks.com/s/main/item/41361,
23720,Eleonora de Guisulfis,de Guisulfis,Eleonora Guizolfi,Eleonora de Guisulfis q. Bernardo,,,1343,44818,,,24747,23719,,bfa7bdac-96cc-49b5-8b05-a718f18aaaf2,http://www.genoesemerchantnetworks.com/s/main/item/23720,
24275,Eleonora Lomellini,Lomellini,,Eleonora Lomellini q. Egidio q. Gregorio,,,1506,44818,,,,24274 | 25639,,5ebad11a-402b-4b56-b537-ac721efa84a4,http://www.genoesemerchantnetworks.com/s/main/item/24275,"See Battilana, Lomellini, plate 12."
24276,Eleonora Lomellini,Lomellini,,Eleonora Lomellini q. Stefano q. Francesco,,,,44818,,,25684,25114 | 23268,,a422a418-7e26-4847-9bb0-ae2de608a43b,http://www.genoesemerchantnetworks.com/s/main/item/24276,
35123,Elia,,quendam sclavum... nominatum Elia de progenie Teuclorum,,,1461,1483,44817,,31560,,,,f0a3d9e9-acd0-4aa7-a7ce-e489315a7a58,http://www.genoesemerchantnetworks.com/s/main/item/35123,
23014,Eliana,,,,,,1369,44818,,,24876,,24668,b8b98473-484e-4dc0-9e71-333bff03c301,http://www.genoesemerchantnetworks.com/s/main/item/23014,
35124,Eliana,,,,,1427,1473,44818,,31354,,,,1e800caa-45ec-44ab-8dd2-e646026e2db4,http://www.genoesemerchantnetworks.com/s/main/item/35124,
37520,Eliana,,,,,1407,1427,44818,,26258,,,,33594343-a144-4f9e-a361-51007f0a4d46,http://www.genoesemerchantnetworks.com/s/main/item/37520,
37534,Eliana,,,,,1407,1427,44818,,26258,,,,fad7426c-7d9d-4dcd-95fb-77de60176c74,http://www.genoesemerchantnetworks.com/s/main/item/37534,
39975,Eliana,,,,,1428,1458,44818,,31354,,,,ebc8fdc7-d4e1-41d2-8622-2332542fb66d,http://www.genoesemerchantnetworks.com/s/main/item/39975,
23152,Eliana Campofregoso,Campofregoso,,Eliana Campofregoso q. Giannotto,,,,44818,,,24292,23154,24433 | 25092,4c553284-883a-4899-b7e8-2f5a1599f61e,http://www.genoesemerchantnetworks.com/s/main/item/23152,
42079,Eliana Cattaneo,Cattaneo,Eliana figlia di Nicolò Cattaneo,,,,1446,44818,,,42044,30742,,fc8c551d-8f3a-4cc1-818e-c9cd32749e14,http://www.genoesemerchantnetworks.com/s/main/item/42079,"ASCGe, Manoscritti 52, fol. 388: ""Quilico [Marchione] officiale di proviggione 1417… testimonio 1425… partitor nobile 1425… nominato 1430… sua moglie Eliana figlia di Nicolò Cattaneo, come in quinterno R. 1446."""
42225,Eliana Giustiniani,Giustiniani,Eliana moglie del quondam Giorgio Tortorino | Eliana figlia del quondam Giovanni Giustiniano Banca,Eliana Giustiniani q. Giovanni,,,1453,44818,,,37206,41841,39260,e8f43acc-4145-4704-b422-209e41fd75d1,http://www.genoesemerchantnetworks.com/s/main/item/42225,
